id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata 
686,0.002710766,0.0023029677,0.008098385,0.00779409,0.0303194,0.01209735,0.010648719,0.0019589018,0.021483095,0.0063987174,0.019950407,0.004595815,0.0014902521,0.0010013711,0.01253943,0.001273103,0.0069816685,0.004013314,0.008678741,0.033273924,0.020564042,0.0063284417,0.006751259,0.007181463,0.012785736,0.009765404,0.023149824,0.008710033,0.01181489,0.0071852608,0.0025822418,0.0029455076,0.0053818324,0.0071349256,0.00396281,0.024718495,0.0018387883,0.013662083,0.019533819,0.0017483518,0.011651371,0.011771165,0.008911882,0.010292356,0.008238106,0.018247847,0.0021532166,0.0068081226,0.017421357,0.017292315,0.004817581,0.022135874,0.020552484,0.004621491,0.0059915916,0.0021251861,0.0024741308,0.0022455077,0.0060668513,0.0065389574,0.007154803,0.023889618,0.005534662,0.0044217436,0.0026967435,0.0099031795,0.0041323723,0.014066203,0.008784717,0.014454551,0.017414732,0.0059391577,0.0057685627,0.012835454,0.0029588114,0.0024424023,0.006205683,0.018014224,0.012667725,0.0027083517,0.0070064696,0.0025828641,0.008252134,0.018098518,0.0062552635,0.036074527,0.0018243142,0.010217489,0.012558803,0.007707983,0.008863481,0.0027598888,0.005229454,0.005069873,0.023224559,0.045621473,0.008778799,0.0043009724,0.017866416
687,0.008162188,0.003782418,0.012563712,0.007092191,0.008590935,0.011349818,0.015933208,0.013249087,0.015343993,0.008911665,0.019275777,0.011204639,0.005880172,0.007760257,0.014336212,0.0037052734,0.005292259,0.012750639,0.013259146,0.011502937,0.009657914,0.011488997,0.007422974,0.0052481242,0.01367587,0.0054592877,0.011627976,0.0053274008,0.008089367,0.00958377,0.008568534,0.005948937,0.0041118767,0.012801618,0.0065248827,0.008242626,0.009491243,0.024874112,0.00837311,0.005853941,0.007375718,0.014978072,0.0052227266,0.008032697,0.00841658,0.0059705875,0.0106045185,0.008733513,0.01805191,0.005487764,0.003297817,0.004310081,0.049082734,0.008919717,0.009811822,0.0031949282,0.0063554477,0.008606936,0.008156081,0.012410233,0.010815205,0.011870322,0.0069937124,0.0053432044,0.014457346,0.006914977,0.010728999,0.012085595,0.007258343,0.020672483,0.003920804,0.010122305,0.012390593,0.01022168,0.02044585,0.009701564,0.010611223,0.007158141,0.011983994,0.004626827,0.006391667,0.004012474,0.016179534,0.022026809,0.0071599954,0.010080863,0.003711096,0.0077311527,0.01727652,0.0044151316,0.014431952,0.0052927663,0.0037273683,0.025482148,0.012776365,0.013698528,0.008748013,0.003072137,0.0061233966
688,0.010726805,0.012847259,0.021382822,0.009955434,0.0068981913,0.0061168177,0.0062017427,0.011939334,0.012275225,0.015871586,0.008577919,0.009326385,0.0045664273,0.008320562,0.010127382,0.0066583883,0.0060063656,0.010397254,0.013463534,0.009109556,0.004611325,0.010854385,0.002868137,0.015274644,0.013676662,0.020182142,0.010549948,0.012487832,0.009266142,0.010160993,0.0047232853,0.005477456,0.021452479,0.006744772,0.005930288,0.008833705,0.007679807,0.017481541,0.01378772,0.006810599,0.012325321,0.0094401995,0.022976726,0.0061610197,0.009907128,0.010030394,0.004050104,0.005906833,0.007994781,0.007211855,0.0037010002,0.009616403,0.013187523,0.009435909,0.020172196,0.004147369,0.0067345058,0.01570665,0.009903809,0.008682833,0.007315755,0.010403777,0.0067971786,0.0073138596,0.011033834,0.013659912,0.008097523,0.014761315,0.014223038,0.0047257002,0.007977722,0.012246397,0.009780952,0.0058040754,0.007375017,0.0029803966,0.008617763,0.02607288,0.013432605,0.0038959072,0.0062928963,0.0058808927,0.030688897,0.021340597,0.008531514,0.016999101,0.0056175776,0.00708218,0.005569393,0.006473061,0.007999046,0.0054199877,0.0038909276,0.013050711,0.008496913,0.018036788,0.009016439,0.006232382,0.009949702
690,0.005202518,0.01350649,0.009880466,0.017076163,0.0107767545,0.0074904235,0.0119994795,0.0048820614,0.009004177,0.015600521,0.009378784,0.016986562,0.005346682,0.010161798,0.008110983,0.003776856,0.0059218807,0.0054903068,0.01125656,0.008678897,0.004826258,0.0054233745,0.0029353655,0.014101462,0.009579407,0.009677407,0.009593255,0.0071383594,0.013715303,0.013547259,0.005115508,0.007721838,0.0039919047,0.007160699,0.0063281446,0.007670253,0.01266646,0.0028266152,0.01223156,0.0053185504,0.013497543,0.023138555,0.0077270074,0.008295852,0.008347284,0.007938694,0.010219237,0.012195709,0.0072160126,0.008645427,0.003542345,0.016455201,0.008137111,0.007335541,0.014261537,0.004325024,0.007692939,0.009923064,0.011965178,0.008677887,0.008163338,0.0161371,0.008574107,0.008053017,0.0097753005,0.011521218,0.015954243,0.0136049,0.032685857,0.010911684,0.01689725,0.015400603,0.00814528,0.0237102,0.008942217,0.007152597,0.010267904,0.015636751,0.015388522,0.007670855,0.0052492274,0.008854305,0.010140291,0.025276924,0.009446775,0.007129682,0.0044511915,0.00659471,0.009226271,0.0051076985,0.013590446,0.008349509,0.0066235065,0.008840997,0.008850335,0.01123898,0.014993872,0.004829199,0.014978652
691,0.0050703054,0.0038668183,0.0062864595,0.007667121,0.014812844,0.01619923,0.011517582,0.004259477,0.035025883,0.0042191893,0.02125639,0.0024649068,0.002601269,0.0015301295,0.0226995,0.0047337697,0.007009499,0.0066879448,0.012235179,0.012395479,0.019191638,0.008500807,0.0078009423,0.010677387,0.014977644,0.014982137,0.020149907,0.0063293073,0.015774973,0.007752823,0.0025746848,0.0025884893,0.008882567,0.011567941,0.0030839152,0.014603486,0.0053521404,0.017920168,0.018422492,0.004095867,0.019670447,0.01095064,0.01216509,0.0059734457,0.010177863,0.014077346,0.0024679063,0.008696925,0.013621735,0.01504593,0.004992668,0.008442704,0.026465803,0.007992288,0.005112561,0.0024709501,0.0038846913,0.0026652957,0.006356276,0.00782164,0.012070843,0.0197743,0.008803726,0.0036308996,0.0021817372,0.011843413,0.009040101,0.009171028,0.0065512704,0.018363947,0.019438405,0.00603029,0.0053528585,0.014060027,0.0062699188,0.0020626872,0.011458128,0.011280123,0.00798346,0.0032693252,0.00785833,0.0029848148,0.016611433,0.017523734,0.003971315,0.022381274,0.002379667,0.010936903,0.009877919,0.0047803973,0.012189241,0.0019142814,0.0069060265,0.003560918,0.020526463,0.03312979,0.010031527,0.007312574,0.009666425
696,0.0079320725,0.00753084,0.002336856,0.0019333052,0.012178005,0.009549926,0.015141758,0.020742798,0.007877184,0.0032115604,0.008673369,0.0055224136,0.012094185,0.0025555992,0.013307856,0.012924646,0.0059566773,0.007920862,0.005138178,0.012160093,0.056546573,0.010020581,0.005248471,0.00856837,0.008097419,0.017861268,0.008898621,0.0049898555,0.004541489,0.009992204,0.008292145,0.00693755,0.0031996148,0.011885841,0.004515826,0.00576789,0.0017929849,0.015009491,0.008065502,0.0019860002,0.011014034,0.0062380824,0.0058055837,0.007767138,0.02717696,0.0037000459,0.008719431,0.0025812066,0.0076751253,0.031049075,0.0039675897,0.003117286,0.012414968,0.0109371245,0.015068551,0.015121802,0.0077613275,0.005319557,0.009968121,0.030734489,0.010216911,0.018871903,0.008715193,0.0047827503,0.0022606088,0.011819531,0.014903455,0.0341921,0.012711396,0.0035484,0.0063777245,0.012568534,0.0032424508,0.0043742466,0.024398016,0.0130719105,0.0025411758,0.006704831,0.02204379,0.005540941,0.005474138,0.0023858445,0.019925322,0.016956257,0.011602334,0.009545199,0.0046989257,0.021884669,0.005590993,0.0019682818,0.0048447703,0.003670613,0.0087585505,0.011555117,0.006448374,0.014424031,0.011972973,0.009577146,0.0027872056
699,0.000924978,0.003602129,0.0141750425,0.0016935951,0.0059433994,0.013736156,0.0031307887,0.002918414,0.0036783067,0.008686702,0.019447416,0.011045754,0.0031587828,0.0014496078,0.01710055,0.004062334,0.003242152,0.0028512257,0.00483028,0.0076866504,0.021874549,0.0047965334,0.0014016033,0.006914583,0.008307906,0.0056768497,0.032434523,0.014936392,0.035330188,0.0047458713,0.0033056517,0.001167566,0.011523177,0.0021356456,0.0018771513,0.006656132,0.004647371,0.008280633,0.005600706,0.001386264,0.046910353,0.015980458,0.034989193,0.006114402,0.006079463,0.014542579,0.0034522773,0.029689185,0.026025798,0.02896428,0.0030154174,0.007622871,0.010890883,0.038686432,0.0055416306,0.01031138,0.0009098207,0.013246444,0.009784005,0.010438885,0.009065521,0.016068527,0.007789537,0.0067557143,0.00806436,0.0037830083,0.010956511,0.0070192846,0.0017655935,0.0055418103,0.003164308,0.008822538,0.0025142962,0.009319367,0.00803783,0.0017759451,0.006439096,0.033991195,0.02304806,0.0027294036,0.0011271588,0.0031386826,0.007706575,0.05415503,0.0022148574,0.029968666,0.0012981022,0.00463984,0.020286076,0.0066894665,0.0024517349,0.00045691952,0.0029462886,0.0008468193,0.012369821,0.013039767,0.009818871,0.0025544944,0.008079649
701,0.0020622886,0.0046581835,0.0090267,0.0074215056,0.005343461,0.012167361,0.010925997,0.0029229317,0.0066700913,0.010133095,0.021726983,0.008617036,0.0024035317,0.006555456,0.0047897724,0.0038890685,0.015531379,0.0032083062,0.005970418,0.006074548,0.008438279,0.004416422,0.0016692559,0.006251396,0.026641674,0.013425915,0.014088385,0.0076882197,0.021252071,0.0049210535,0.004770959,0.004349105,0.002222165,0.023941599,0.00088624476,0.010911477,0.005608428,0.003486054,0.0041441116,0.0013698901,0.008716822,0.015799096,0.0034386322,0.013925216,0.013408039,0.0076782885,0.004131906,0.009456066,0.0073757395,0.013614916,0.005159561,0.017538473,0.006242305,0.003982037,0.014314541,0.0013322361,0.016740285,0.003598307,0.012735858,0.013552088,0.00501333,0.021292651,0.014800771,0.005404645,0.0027779192,0.0034191527,0.01509131,0.017339816,0.04881907,0.010879989,0.018496843,0.0127538955,0.007583776,0.0073012956,0.0071661933,0.0053673657,0.009084684,0.023484707,0.012302827,0.004447296,0.010653505,0.014276419,0.019343814,0.019576624,0.011386261,0.010209121,0.0022276286,0.015541423,0.013357509,0.0035202655,0.043022517,0.0015802797,0.0036081597,0.0052241418,0.0040367744,0.028466558,0.005036003,0.0062437705,0.016540462
702,0.0028649599,0.00751339,0.01447256,0.0031588003,0.0037617297,0.006335885,0.034473855,0.0100842295,0.009270377,0.0071667805,0.022850333,0.006071125,0.0063361847,0.0034895171,0.023752308,0.0032288288,0.0060940357,0.0031723487,0.008774621,0.019349962,0.029417116,0.0103864735,0.008391207,0.0030982296,0.018615436,0.0060737906,0.009376315,0.009193601,0.01177129,0.008629438,0.006657438,0.004385653,0.0031918131,0.010378073,0.006484828,0.005700805,0.0032598362,0.031740334,0.01703789,0.005775025,0.009382232,0.0110861575,0.0069143013,0.007401089,0.014125868,0.0026954652,0.004217688,0.01629503,0.047291003,0.004498224,0.007832947,0.006988238,0.02240921,0.019704191,0.012732317,0.005073415,0.004199228,0.008611699,0.01088175,0.024797795,0.0070318896,0.027449777,0.008024572,0.0070734415,0.0059325113,0.009484838,0.006498653,0.012911029,0.0048618945,0.0104305195,0.0057395534,0.012975638,0.0049090013,0.0055007474,0.011903476,0.0120764775,0.011108885,0.0053422283,0.01089021,0.0048948484,0.0075509516,0.0030558768,0.014363823,0.027271941,0.005483883,0.0044681747,0.0017822952,0.013381564,0.014673937,0.004507851,0.012187663,0.0020474095,0.006976765,0.006855659,0.00764895,0.0049351365,0.0037912286,0.009407871,0.005644618
703,0.0026756558,0.011850614,0.008771394,0.007851495,0.0030225038,0.020053757,0.0025569045,0.0028453134,0.0035183695,0.02418983,0.0054791206,0.0059146266,0.004829526,0.012962195,0.005605336,0.036080383,0.009530542,0.036436904,0.020586375,0.009306568,0.0077517387,0.0072473087,0.0015589133,0.0103934305,0.012184298,0.026398,0.01605292,0.02316528,0.013452977,0.008269938,0.0059132506,0.0069742864,0.001661568,0.009929596,0.004218083,0.004166496,0.008594435,0.02094691,0.007890679,0.0019981917,0.017921617,0.010048343,0.005987573,0.013986876,0.015038194,0.0077013364,0.006080439,0.005313886,0.0068865838,0.0029715134,0.0033481687,0.0026731659,0.0044455896,0.011907895,0.011095744,0.002691112,0.0030588561,0.003177749,0.0043958277,0.013307312,0.0111599965,0.023685161,0.029268067,0.0066805608,0.035183042,0.0071471357,0.009081941,0.0106376475,0.0048575145,0.0075817043,0.022219624,0.011746107,0.008887818,0.009571198,0.0047094794,0.0016168808,0.0015326381,0.022728004,0.020120516,0.006266905,0.0018056902,0.0024467234,0.009625312,0.027003268,0.014735669,0.009327099,0.006817441,0.01855995,0.015995773,0.0060970522,0.0032449556,0.003142398,0.009448045,0.004460579,0.011013067,0.004718223,0.0055240924,0.0024568513,0.0040223296
705,0.0040735295,0.013144033,0.011275764,0.008331588,0.01408241,0.007812419,0.007494636,0.0040679867,0.01281685,0.0061921617,0.008059974,0.0046765944,0.004477877,0.007832133,0.010262153,0.010350147,0.0062835477,0.009307764,0.013396,0.016290301,0.009224239,0.014519849,0.0021749982,0.013274553,0.014215896,0.011266267,0.013835813,0.010994215,0.010846683,0.011259437,0.020761514,0.0051104436,0.009933582,0.014149925,0.0060495255,0.0099118855,0.009302935,0.015533375,0.014767664,0.006527445,0.015937606,0.0062854174,0.012691691,0.010307501,0.008730143,0.008206427,0.006190931,0.0064539392,0.007601269,0.0051828236,0.014983369,0.006577171,0.011159811,0.008367325,0.009266547,0.0045312336,0.010513556,0.006198529,0.0039253808,0.00894916,0.008836557,0.014062776,0.015395044,0.0041661635,0.005875028,0.013578173,0.00828811,0.03353398,0.02373138,0.0053690732,0.0074143293,0.012337379,0.008298779,0.0065941196,0.005902354,0.007524285,0.0061197267,0.017445687,0.015867447,0.0071900394,0.006934233,0.016467685,0.014160663,0.027857201,0.0057835057,0.006421465,0.0043681692,0.004735341,0.005054072,0.009928322,0.014346985,0.0073386915,0.0018875613,0.013597777,0.008952007,0.01656299,0.0199531,0.0045509976,0.0076208706
707,0.013914663,0.011355742,0.013214816,0.0087788245,0.013269955,0.005025503,0.008475069,0.0044956356,0.009772119,0.018401396,0.0076528857,0.012602649,0.0038025288,0.011809548,0.0060101333,0.0063166115,0.004390367,0.009018427,0.009490331,0.011410563,0.0062126177,0.009776886,0.0034481375,0.011012616,0.019886138,0.014176664,0.01035202,0.01701218,0.014179458,0.0176536,0.0057851183,0.007519591,0.009018177,0.005220013,0.0046040625,0.0056583434,0.007830824,0.007946541,0.010097495,0.006964889,0.01125255,0.009361628,0.013859462,0.009719951,0.005055939,0.020769332,0.0063283094,0.0067741442,0.0060378374,0.0043897233,0.0037825557,0.012205947,0.014669625,0.009862255,0.015297112,0.0017291235,0.0071349917,0.018239534,0.009939496,0.0054113497,0.01160268,0.017455613,0.010048778,0.004346247,0.010599958,0.009373737,0.005565712,0.014798111,0.023165958,0.006362741,0.013449104,0.022559123,0.010192834,0.0073413164,0.0036976836,0.0057100477,0.01254056,0.014100838,0.017548915,0.0074177543,0.009244632,0.00739134,0.01439335,0.023537641,0.0149421105,0.0074252137,0.0052744453,0.010046172,0.011486853,0.006169538,0.017055463,0.012713429,0.005700234,0.010675738,0.005727094,0.011785595,0.008565417,0.0030027854,0.0116012795
708,0.0039592027,0.013784876,0.008861553,0.0050636507,0.0074566356,0.0047808387,0.013310275,0.004303754,0.010347201,0.009226661,0.009914832,0.010594917,0.002705451,0.004962919,0.007977664,0.010796646,0.025196388,0.009143275,0.008050765,0.005536826,0.008845397,0.005918604,0.0022345232,0.0056757857,0.016394977,0.014027144,0.006265832,0.0046526482,0.021349473,0.008586583,0.0047388636,0.0037756253,0.0023563243,0.020025376,0.0018438301,0.012657661,0.008651275,0.0053073987,0.008836077,0.00247179,0.0087166205,0.013182822,0.0055141365,0.014169942,0.013133677,0.0058633746,0.0034607486,0.012230435,0.0038625563,0.008739047,0.0038388227,0.013778399,0.0071989084,0.0029876141,0.026995324,0.0017688001,0.0071800672,0.005148605,0.00727481,0.010377995,0.004065,0.043071385,0.0085242735,0.0029087216,0.0028159567,0.0074121603,0.016622376,0.01641086,0.042705163,0.011828641,0.011034194,0.007425203,0.008344126,0.0071842386,0.007736534,0.004960643,0.014861784,0.025219401,0.016453372,0.0025758909,0.0060173585,0.005782692,0.019311922,0.0142078735,0.015011399,0.012438767,0.0033216514,0.011986418,0.00775972,0.0023993896,0.04523501,0.0026796255,0.003937771,0.012501918,0.004757071,0.029137114,0.010392763,0.006147865,0.008801576
715,0.0070157507,0.0037319819,0.0030174851,0.0076656397,0.019737158,0.003336797,0.020640783,0.017335141,0.015318541,0.00564731,0.01224302,0.0048077716,0.006508168,0.006871126,0.006846333,0.010203802,0.011409288,0.0052865893,0.0054075383,0.013058577,0.02049577,0.008818882,0.0033833166,0.0075941323,0.020477045,0.011587402,0.010832054,0.0082675675,0.014610954,0.01002297,0.00684517,0.004083662,0.00788922,0.009238925,0.0073570637,0.013892107,0.0149403745,0.015311589,0.0047462955,0.00890253,0.012724394,0.0050941347,0.010906204,0.006096876,0.016068224,0.025774222,0.0071937004,0.0074311146,0.01609642,0.0079793045,0.009216463,0.005888052,0.0073991497,0.0056513688,0.02466556,0.009578946,0.0077711088,0.007384943,0.009012196,0.010952319,0.015281299,0.0038884757,0.015155052,0.012082215,0.0024070372,0.007162251,0.0070535527,0.0062541966,0.019889118,0.010092816,0.0063012503,0.01379568,0.017350025,0.009833501,0.00975738,0.011198306,0.00854319,0.013833354,0.01794526,0.0066553233,0.007548651,0.010746449,0.012089666,0.02556327,0.009411903,0.011752995,0.0039040656,0.003728263,0.006226629,0.009247647,0.011184324,0.0030824132,0.0013886527,0.015342144,0.0085487915,0.012322253,0.00785678,0.0077440846,0.009561155
719,0.0053431317,0.011114861,0.014462741,0.008271868,0.025456674,0.0014010902,0.01226343,0.02223703,0.015550841,0.0052635306,0.0067823404,0.005419234,0.0050511197,0.0038548228,0.01442575,0.0080533,0.00675524,0.0046771634,0.004622329,0.009090011,0.006251884,0.009422268,0.0007012033,0.01288592,0.0088034915,0.021623272,0.009585381,0.009432195,0.012801545,0.010066274,0.009655602,0.002425554,0.012380436,0.006381144,0.0026029944,0.017007051,0.004644869,0.011190456,0.0041476605,0.0067968187,0.010867108,0.006557659,0.014541406,0.006201766,0.0059393295,0.011339275,0.01002749,0.008157822,0.016435172,0.014480691,0.0046175784,0.018217573,0.0067981766,0.0057735885,0.014915588,0.005049061,0.004300977,0.018828118,0.0066209435,0.0066569517,0.0036123744,0.00666448,0.01280349,0.005622987,0.0028886152,0.011513539,0.005343012,0.008488563,0.013198439,0.005487735,0.0035930178,0.012500992,0.015665373,0.0076745786,0.011036647,0.0066247233,0.0066167773,0.013924917,0.020769864,0.007269382,0.004323852,0.028908646,0.025533037,0.058240168,0.0108340485,0.0094275875,0.0061114435,0.0026025919,0.009612019,0.013102278,0.015203531,0.0050100894,0.0011467224,0.021402787,0.009383457,0.0113475965,0.012140068,0.0045790533,0.0045628157
723,0.0027175648,0.003417242,0.0047273072,0.003059996,0.013027892,0.009496058,0.003736492,0.006062003,0.031910744,0.010110175,0.012387462,0.0044312333,0.004502934,0.006317135,0.006593566,0.011532928,0.01280185,0.011806231,0.010950306,0.004645291,0.010241193,0.005848884,0.00075146894,0.0021134515,0.07026818,0.017584847,0.011385454,0.011265908,0.042558085,0.004498981,0.0042508943,0.002718422,0.0023143454,0.041731007,0.00207609,0.014783704,0.0045665,0.010858893,0.0041596927,0.0012981171,0.00986027,0.0066624414,0.0044317627,0.00425341,0.011210658,0.027423277,0.008642092,0.00610113,0.003632901,0.0070280484,0.0017245137,0.01036774,0.014874463,0.0036818448,0.0053138435,0.0017013183,0.0038925954,0.004336161,0.016482158,0.008234786,0.006875769,0.016387302,0.015251239,0.0059759202,0.008087782,0.005561165,0.011713848,0.0069598393,0.018801115,0.015367013,0.01759121,0.008418684,0.013464886,0.009077436,0.011604119,0.0055153244,0.0073295482,0.005830197,0.011409191,0.0052354517,0.012771857,0.0034907488,0.008393847,0.032997977,0.019338802,0.010954791,0.0046958523,0.012695794,0.009771242,0.0066874097,0.026719797,0.002623225,0.0037246058,0.002185715,0.0072669336,0.00984003,0.0067721903,0.0052787685,0.007969395
725,0.005669885,0.008446924,0.012183528,0.005843763,0.010218456,0.007912387,0.009480496,0.005399572,0.027635433,0.006824904,0.0066210497,0.0030906377,0.009317121,0.004408078,0.010418125,0.007268624,0.016167214,0.011756738,0.021206968,0.008546387,0.015400059,0.008908166,0.005931231,0.0064741033,0.020100504,0.022863606,0.0174108,0.0093039395,0.027831472,0.010276149,0.006013859,0.0049152905,0.006074071,0.009863192,0.0078188665,0.010476897,0.01004513,0.005740993,0.008053494,0.005798906,0.009648583,0.008895934,0.009955683,0.007602218,0.011245974,0.010066958,0.0042109676,0.009047953,0.0063023353,0.0043210527,0.0043798555,0.013004754,0.017522274,0.012865119,0.00657135,0.002862971,0.0039425315,0.009990788,0.0060853804,0.0051297396,0.010659963,0.03453529,0.0115656415,0.0038774624,0.0076319384,0.013304381,0.012123919,0.009830864,0.010636794,0.0183648,0.011087088,0.010528637,0.008057982,0.006567162,0.008154191,0.0059915017,0.010062246,0.0110158855,0.019653812,0.011876595,0.011681926,0.005064355,0.010499053,0.019187419,0.0080231195,0.006190514,0.007531554,0.013468952,0.01206442,0.006816435,0.009167738,0.008235352,0.009500306,0.007194509,0.013507365,0.011271666,0.012187007,0.005444184,0.006068508
729,0.010238103,0.0074102846,0.01040057,0.005366166,0.008654091,0.010194879,0.0031679682,0.0055614035,0.013635895,0.017579824,0.008527808,0.010798767,0.004553309,0.008483858,0.006986869,0.007388876,0.011377271,0.014713502,0.010424281,0.01217057,0.008302099,0.009037898,0.0031509036,0.0055101924,0.03244159,0.022471033,0.014877555,0.011715074,0.021273354,0.0059504043,0.0074652354,0.0076475004,0.008332908,0.014873367,0.0035385832,0.007955524,0.004580253,0.011740325,0.007844169,0.0022703763,0.005965758,0.005904937,0.008793983,0.012702635,0.012076871,0.01950487,0.0048421854,0.0055618044,0.0040224786,0.0071070683,0.0050084335,0.013846514,0.014558259,0.0040881136,0.0092900405,0.0017952708,0.0068889395,0.006938549,0.018084224,0.007532991,0.008658559,0.020659234,0.0068739387,0.0075258883,0.008335146,0.0074911984,0.013952419,0.0078017935,0.021446181,0.011268584,0.023785435,0.00915035,0.0054755383,0.0068155956,0.0033094499,0.004036302,0.008795692,0.012185954,0.014753696,0.005716941,0.013213485,0.011899275,0.006678504,0.02058887,0.020932384,0.015757956,0.0058887703,0.016017267,0.008128497,0.008630414,0.035642773,0.0034485143,0.0071184086,0.005272213,0.007907511,0.011618623,0.0040994845,0.0063514384,0.009641125
731,0.0017259526,0.0061544674,0.010105298,0.006550559,0.0064869593,0.010982098,0.0040545743,0.008815087,0.006796068,0.023673257,0.012114563,0.006694406,0.0043184813,0.015769519,0.0034249804,0.012168973,0.009221693,0.007742358,0.011375927,0.009638445,0.018778192,0.009021022,0.0013403776,0.016126426,0.011168201,0.011617088,0.010706102,0.013422405,0.01302432,0.029362585,0.005520529,0.005956549,0.006131709,0.005491289,0.016173664,0.007856722,0.017261082,0.0200793,0.0066367663,0.0041263015,0.024637746,0.011152187,0.033482086,0.00541323,0.016053528,0.0063285627,0.0057215076,0.018545229,0.017129837,0.004744702,0.0043300833,0.0032931382,0.009333857,0.011765293,0.023628224,0.0035916434,0.0038013246,0.0070490986,0.0021458317,0.014342939,0.02098167,0.013949031,0.022695249,0.0047500264,0.037623834,0.008444945,0.005704669,0.01706892,0.0022261692,0.007247193,0.01566498,0.019784393,0.0042484016,0.0045399964,0.006714543,0.0041077766,0.00119823,0.0125611555,0.017202225,0.007947489,0.0017700895,0.0010315331,0.008161657,0.018939689,0.0058095227,0.02283681,0.0044012573,0.008527421,0.0070297536,0.0042795455,0.0025827573,0.0040367045,0.0037756392,0.003158647,0.0072069783,0.0040270663,0.014395936,0.0023847192,0.006879055
734,0.0026317327,0.0013149303,0.00709699,0.0015755427,0.0070706834,0.020610137,0.005549548,0.00616862,0.016847678,0.007530746,0.014430328,0.010258542,0.0016726297,0.00058193266,0.02430345,0.0016481639,0.0014155234,0.002205932,0.0046622837,0.0047216206,0.013057672,0.0128072705,0.0024418593,0.0045308326,0.049730014,0.009753021,0.033546258,0.0041768677,0.032901544,0.0084489025,0.0066149863,0.0004541468,0.012775035,0.0008644351,0.0027441909,0.007728612,0.00832895,0.008784745,0.005593687,0.003916095,0.06361026,0.006240754,0.014336028,0.00048380898,0.013139562,0.024273252,0.006102381,0.003937894,0.025765685,0.006489665,0.003586962,0.0050026593,0.0065664165,0.025149519,0.01485205,0.0087526515,0.0024544166,0.024338704,0.0046655,0.008502071,0.007618326,0.0041265814,0.0058473093,0.0022477405,0.0012031667,0.0079507865,0.020319752,0.01471044,0.01726999,0.005330981,0.0018942663,0.018722102,0.0031827393,0.0022379393,0.00522483,0.0034314652,0.02385244,0.017238628,0.017120684,0.0035237903,0.0055302237,0.002562519,0.0179837,0.03939855,0.0009284659,0.0036353623,0.0011259429,0.0024469898,0.011258899,0.009540203,0.0050819116,0.001275913,0.0017679726,0.004600117,0.010781195,0.031590756,0.009899817,0.0033344573,0.014456605
